"","county","trade_name","account","license_type","expiration_date","lat","lon","address_full","publish_date","state","expired_y_n"
"1147",NA,"BJ'S WHOLESALE CLUB #370","NJ_22_3828",NA,2024-03-31,42.3256103,-71.5841407,"350 CAMPUS DR, MARLBOROUGH, MA, 01752",2023-04-01,"NJ","ACTIVE"
"1148",NA,"BJ'S WHOLESALE CLUB #22","NJ_22_3829",NA,2024-03-31,42.3256103,-71.5841407,"350 CAMPUS DRIVE, MARLBOROUGH, MA, 01752",2023-04-01,"NJ","ACTIVE"
"1149",NA,"WAWA STORE #8428","NJ_22_3933",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1150",NA,"WAWA, INC.","NJ_22_3934",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1151",NA,"WAWA FOOD MARKET #8403","NJ_22_3935",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1152",NA,"WAWA, INC.","NJ_22_3936",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1153",NA,"WAWA STORE #8417","NJ_22_3937",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1154",NA,"#8361","NJ_22_3938",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1155",NA,"WAWA, INC.","NJ_22_3939",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1156",NA,"WAWA, INC.","NJ_22_3940",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1157",NA,"WAWA, INC.","NJ_22_3941",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1158",NA,"WAWA, INC.","NJ_22_3943",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1159",NA,"WAWA, INC.","NJ_22_3944",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1160",NA,"WAWA FOOD MARKET #8441","NJ_22_3945",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1161",NA,"WAWA #8435","NJ_22_3946",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1162",NA,"WAWA FOOD MARKET # 8458","NJ_22_3947",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1163",NA,"WAWA FOOD MARKET #8383","NJ_22_3948",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1164",NA,"WAWA FOOD MARKET # 8412","NJ_22_3949",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1165",NA,"WAWA FOOD MARKET $# 8406","NJ_22_3950",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1166",NA,"WAWA FOOD MARKET # 8368","NJ_22_3951",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1167",NA,"WAWA FOOD MARKET # 8399","NJ_22_3952",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1168",NA,"WAWA, INC.","NJ_22_3953",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1169",NA,"WAWA, INC.","NJ_22_3954",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1170",NA,"WAWA, INC.","NJ_22_3955",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1171",NA,"WAWA, INC.","NJ_22_3956",NA,2024-03-31,39.8980285,-75.4669495,"260 W BALTIMORE PIKE, MEDIA, PA, 19063",2023-04-01,"NJ","ACTIVE"
"1172",NA,"TRAVEL TRADERS #101","NJ_22_3974",NA,2024-03-31,25.7836235,-80.2980022,"6205 BLUE LAGOON DR STE 550, MIAMI, FL, 33126",2023-04-01,"NJ","ACTIVE"
"1173",NA,"EXXON/MOBIL","NJ_22_4160",NA,2024-03-31,40.8995321,-73.8208158,"555 S COLUMBUS AVE STE 201, MOUNT VERNON, NY, 10550",2023-04-01,"NJ","ACTIVE"
"1174",NA,"AMG RETAIL I LLC","NJ_22_4161",NA,2024-03-31,40.8995321,-73.8208158,"555 S COLUMBUS AVE STE 201, MOUNT VERNON, NY, 10550",2023-04-01,"NJ","ACTIVE"
"1175",NA,"ATLANTIS MANAGEMENT GROUP","NJ_22_4162",NA,2024-03-31,40.8995321,-73.8208158,"555 S COLUMBUS AVE STE 201, MOUNT VERNON, NY, 10550",2023-04-01,"NJ","ACTIVE"
"1176",NA,"507 BAYWAY PETROLEUM  LLC","NJ_22_4163",NA,2024-03-31,40.8995321,-73.8208158,"555 S COLUMBUS AVE, SUITE 201, MOUNT VERNON, NY, 10550",2023-04-01,"NJ","ACTIVE"
"1177",NA,"PASSAIC PETROLEUM LLC","NJ_22_4164",NA,2024-03-31,40.8995321,-73.8208158,"555 S. COLUMBUS AVE STE 201, MOUNT VERNON, NY, 10550",2023-04-01,"NJ","ACTIVE"
"1178",NA,"ATLANTIS MANAGEMENT GROUP","NJ_22_4165",NA,2024-03-31,40.8995321,-73.8208158,"555 S. COLUMBUS AVE STE 201, MOUNT VERNON, NY, 10550",2023-04-01,"NJ","ACTIVE"
"1179",NA,"AMG RETAIL I LLC","NJ_22_4166",NA,2024-03-31,40.8995321,-73.8208158,"555 S. COLUMBUS AVE., STE 201, MOUNT VERNON, NY, 10550",2023-04-01,"NJ","ACTIVE"
"1180",NA,"AMG RETAIL I LLC","NJ_22_4167",NA,2024-03-31,40.8995321,-73.8208158,"555 S. COLUMBUS AVE., STE 201, MOUNT VERNON, NY, 10550",2023-04-01,"NJ","ACTIVE"
"1181",NA,"AMG RETAIL I LLC","NJ_22_4168",NA,2024-03-31,40.8995321,-73.8208158,"555 S. COLUMBUS AVE., STE 201, MOUNT VERNON, NY, 10550",2023-04-01,"NJ","ACTIVE"
"1182",NA,"ROUTE 4 PETROLEUM  LLC","NJ_22_4169",NA,2024-03-31,40.8995321,-73.8208158,"555 SO. COLUMBUS AVE STE 201, MOUNT VERNON, NY, 10550",2023-04-01,"NJ","ACTIVE"
"1183",NA,"AMG RETAIL I LLC","NJ_22_4170",NA,2024-03-31,40.8995321,-73.8208158,"555 SOUTH COLUMBUS AVE SUITE 201, MOUNT VERNON, NY, 10550",2023-04-01,"NJ","ACTIVE"
"1184",NA,"AMG RETAIL I LLC","NJ_22_4171",NA,2024-03-31,40.8995321,-73.8208158,"555 SOUTH COLUMBUS AVE SUITE 201, MOUNT VERNON, NY, 10550",2023-04-01,"NJ","ACTIVE"
"1185",NA,"AMG RETAIL I LLC","NJ_22_4172",NA,2024-03-31,40.8995321,-73.8208158,"555 SOUTH COLUMBUS AVE SUITE 201, MOUNT VERNON, NY, 10550",2023-04-01,"NJ","ACTIVE"
"1186",NA,"NJ ENERGY CORP","NJ_22_4267",NA,2024-03-31,41.738988,-74.0497153,"536 MAIN ST, NEW PALTZ, NY, 12561",2023-04-01,"NJ","ACTIVE"
"1187",NA,"NJ ENERGY CORP","NJ_22_4268",NA,2024-03-31,41.738988,-74.0497153,"536 MAIN ST, NEW PALTZ, NY, 12561",2023-04-01,"NJ","ACTIVE"
"1188",NA,"NJ ENERGY CORP","NJ_22_4269",NA,2024-03-31,41.738988,-74.0497153,"536 MAIN ST, NEW PALTZ, NY, 12561",2023-04-01,"NJ","ACTIVE"
"1189",NA,"NJ ENERGY CORP","NJ_22_4270",NA,2024-03-31,41.738988,-74.0497153,"536 MAIN ST, NEW PALTZ, NY, 12561",2023-04-01,"NJ","ACTIVE"
"1190",NA,"HASBROUCK HEIGHTS EXXON","NJ_22_4271",NA,2024-03-31,41.738988,-74.0497153,"536 MAIN ST, NEW PALTZ, NY, 12561",2023-04-01,"NJ","ACTIVE"
"1191",NA,"NJ ENERGY CORP","NJ_22_4272",NA,2024-03-31,41.738988,-74.0497153,"536 MAIN ST, NEW PALTZ, NY, 12561",2023-04-01,"NJ","ACTIVE"
"1192",NA,"NJ ENERGY CORP","NJ_22_4273",NA,2024-03-31,41.738988,-74.0497153,"536 MAIN STREET, NEW PALTZ, NY, 12561",2023-04-01,"NJ","ACTIVE"
"1193",NA,"CHESTNUT MARKET/ EXXON","NJ_22_4274",NA,2024-03-31,41.738988,-74.0497153,"536 MAIN STREET, NEW PALTZ, NY, 12561",2023-04-01,"NJ","ACTIVE"
"1194",NA,"FORT LEE EXXON","NJ_22_4275",NA,2024-03-31,41.738988,-74.0497153,"536 MAIN ST, NEW PLATZ, NY, 12561",2023-04-01,"NJ","ACTIVE"
"1195",NA,"HOHOKUS HIGH SPIRITS INC","NJ_22_4277",NA,2024-03-31,40.919003,-73.7696424,"45 STONELEA PL, NEW ROCHELLE, NY, 10801",2023-04-01,"NJ","ACTIVE"
"1196",NA,"D&L DUMONT LIQUOR, LLC","NJ_22_4279",NA,2024-03-31,40.7131906,-73.9974421,"11 E BROADWAY STE 5B, NEW YORK, NY, 10038",2023-04-01,"NJ","ACTIVE"
"1197",NA,"LEE'S MARKET & KITCHEN USA LLC","NJ_22_4280",NA,2024-03-31,40.7131906,-73.9974421,"11 E BROADWAY SUITE 5B, NEW YORK, NY, 10038",2023-04-01,"NJ","ACTIVE"
"1198",NA,"HAPPY FAMILY RESTAURANT USA LLC","NJ_22_4281",NA,2024-03-31,40.7131906,-73.9974421,"11 E BROADWAY SUITE 5B, NEW YORK, NY, 10038",2023-04-01,"NJ","ACTIVE"
"1199",NA,"KWOK PING NEWARK  INC","NJ_22_4283",NA,2024-03-31,40.7131906,-73.9974421,"11 EAST BROADWAY SUITE 6E, NEW YORK, NY, 10038",2023-04-01,"NJ","ACTIVE"
"1200",NA,"SMITH DISCOUNT","NJ_22_4284",NA,2024-03-31,40.7181768,-73.9952443,"112 BOWERY, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1201",NA,"GOOD KITCHEN","NJ_22_4285",NA,2024-03-31,40.7181768,-73.9952443,"112 BOWERY, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1202",NA,"DOLLAR PLUS ROSELLE  INC","NJ_22_4286",NA,2024-03-31,40.7181768,-73.9952443,"112 BOWERY 1 FL, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1203",NA,"99 CENTS PLUS OF UNION	INC","NJ_22_4287",NA,2024-03-31,40.7181768,-73.9952443,"112 BOWERY 1 FL, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1204",NA,"KONG MING KITCHEN","NJ_22_4288",NA,2024-03-31,40.7181768,-73.9952443,"112 BOWERY 1FL, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1205",NA,"SMART SAVING 99 CENTS & UP LLC","NJ_22_4289",NA,2024-03-31,40.7181768,-73.9952443,"112 BOWERY FL 1, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1206",NA,"SUI MIN HOUSE","NJ_22_4290",NA,2024-03-31,40.7181768,-73.9952443,"112 BOWERY FL 1, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1207",NA,"NEW HOP POH KITCHENS","NJ_22_4291",NA,2024-03-31,40.7181768,-73.9952443,"112 BOWERY FL 1, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1208",NA,"YEE KEE RESTAURANT LLC","NJ_22_4292",NA,2024-03-31,40.7181768,-73.9952443,"112 BOWERY FL 1, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1209",NA,"NEW WO HOP III","NJ_22_4293",NA,2024-03-31,40.7190903,-73.9948757,"136 BOWERY STE 203, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1210",NA,"SHANGHAI II CHINESE RESTAURANT","NJ_22_4294",NA,2024-03-31,40.7190903,-73.9948757,"136 BOWERY, SUITE 203, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1211",NA,"LUCKY STAR CHINESE KITCHEN","NJ_22_4295",NA,2024-03-31,40.7122904,-73.992892,"148A MADISON ST, NEW YORK, NY, 10002",2023-04-01,"NJ","ACTIVE"
"1212",NA,"MING CHOO RESTAURANT LLC","NJ_22_4296",NA,2024-03-31,40.7172151,-73.9983144,"199 CANAL ST FL 3, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1213",NA,"E & J ENGLEWOOD LIQUOR INC.","NJ_22_4297",NA,2024-03-31,40.7172151,-73.9983144,"199 CANAL ST FL 3, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1214",NA,"TSING GARDEN","NJ_22_4298",NA,2024-03-31,40.7172151,-73.9983144,"199 CANAL STREET FL 3, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1215",NA,"NEW DIAMOND RESTAURANT","NJ_22_4299",NA,2024-03-31,40.7172151,-73.9983144,"199 CANAL STREET FL 3, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1216",NA,"NEW HOP SHING KITCHEN LLC","NJ_22_4300",NA,2024-03-31,40.7145952,-73.9922313,"2 ALLEN ST UNIT 4G, NEW YORK, NY, 10002",2023-04-01,"NJ","ACTIVE"
"1217",NA,"91 EXIT FARMER MARKET LLC","NJ_22_4301",NA,2024-03-31,40.7145952,-73.9922313,"2 ALLEN STREET UNIT 4G, NEW YORK, NY, 10002",2023-04-01,"NJ","ACTIVE"
"1218",NA,"WOLF SOMERVILLE LLC","NJ_22_4302",NA,2024-03-31,40.7212328,-74.0095903,"409 GREENWICH STREET, NEW YORK, NY, 10013",2023-04-01,"NJ","ACTIVE"
"1219",NA,"NEW SKY DRAGON INC.","NJ_22_4304",NA,2024-03-31,40.7140246,-73.9953814,"45 DIVISION STREET 2FL, NEW YORK, NY, 10002",2023-04-01,"NJ","ACTIVE"
"1220",NA,"WING SOON RESTAURANT","NJ_22_4305",NA,2024-03-31,40.7140246,-73.9953814,"45 DIVISION STREET SUITE 218, NEW YORK, NY, 10002",2023-04-01,"NJ","ACTIVE"
"1221",NA,"NEW SING LEE TAKE OUT INC","NJ_22_4306",NA,2024-03-31,40.7132391,-73.9977258,"5 E BROADWAY RM 304, NEW YORK, NY, 10038",2023-04-01,"NJ","ACTIVE"
"1222",NA,"KAO, HUXIA","NJ_22_4308",NA,2024-03-31,40.7140471,-73.998217,"7 CHATHAM SQUARE, STE 302, NEW YORK, NY, 10038",2023-04-01,"NJ","ACTIVE"
"1223",NA,"JADE GARDEN","NJ_22_4309",NA,2024-03-31,40.7139179,-73.9970801,"7 DIVISION ST 2FL, NEW YORK, NJ, 10002",2023-04-01,"NJ","ACTIVE"
"1224",NA,"HAPPY GARDEN 237 INC.","NJ_22_4310",NA,2024-03-31,40.7139025,-73.9970575,"7 DIVISION ST. 2ND FL, NEW YORK, NY, 10002",2023-04-01,"NJ","ACTIVE"
"1225",NA,"CHINA PANDA RESTAURANT INC.","NJ_22_4311",NA,2024-03-31,40.7140512,-73.9981996,"8 CHATHAM SQ STE 302, NEW YORK, NY, 10038",2023-04-01,"NJ","ACTIVE"
"1226",NA,"ONE STOP DELI, GROCERY & FOOD STORE LLC","NJ_22_4312",NA,2024-03-31,40.7140512,-73.9981996,"8 CHATHAM SQUARE, SUITE 802, NEW YORK, NY, 10038",2023-04-01,"NJ","ACTIVE"
"1227",NA,"NEW E&J CORNER","NJ_22_4313",NA,2024-03-31,40.7135097,-73.9859414,"PO BOX 1022, NEW YORK, NY, 10002",2023-04-01,"NJ","ACTIVE"
"1228",NA,"TAUNTON FORGE LIQUORS LLC","NJ_22_4544",NA,2024-03-31,40.2283371,-74.9322596,"PO BOX 630, NEWTOWN, PA, 18940",2023-04-01,"NJ","ACTIVE"
"1229",NA,"SUNOCO RETAIL LLC","NJ_22_4545",NA,2024-03-31,39.9911056,-75.4121542,"3801 WEST CHESTER PIKE, NEWTOWN SQUARE, PA, 19073",2023-04-01,"NJ","ACTIVE"
"1230",NA,"SUNOCO RETAIL LLC","NJ_22_4546",NA,2024-03-31,39.9911056,-75.4121542,"3801 WEST CHESTER PIKE, NEWTOWN SQUARE, PA, 19073",2023-04-01,"NJ","ACTIVE"
"1231",NA,"SUNOCO RETAIL LLC","NJ_22_4547",NA,2024-03-31,39.9911056,-75.4121542,"3801 WEST CHESTER PIKE, NEWTOWN SQUARE, PA, 19073",2023-04-01,"NJ","ACTIVE"
"1232",NA,"NEWSSTAND","NJ_22_4643",NA,2024-03-31,40.2464713,-75.2078622,"112 MALLARD DRIVE WEST, NOTH WALES, PA, 19454",2023-04-01,"NJ","ACTIVE"
"1233",NA,"LOVE'S TRAVEL STOP #404","NJ_22_4696",NA,2024-03-31,35.46,-97.52,"PO BOX 26210, OKLAHOMA CITY, OK, 73126",2023-04-01,"NJ","ACTIVE"
"1234",NA,"GOPUFF, INC.","NJ_22_5340",NA,2024-03-31,39.9610185,-75.1430684,"537 N 3RD STREET, PHILADELPHIA, PA, 19123",2023-04-01,"NJ","ACTIVE"
"1235",NA,"GOBRANDS, INC.","NJ_22_5341",NA,2024-03-31,39.9610185,-75.1430684,"537 N. 3RD STREET, PHILADELPHIA, PA, 19123",2023-04-01,"NJ","ACTIVE"
"1236",NA,"ACME #833","NJ_22_5377",NA,2024-03-31,33.6242724,-111.9264755,"PO BOX 29096 MS 6531, PHOENIX, AZ, 85038",2023-04-01,"NJ","ACTIVE"
"1237",NA,"ACME 2931","NJ_22_5378",NA,2024-03-31,33.6242724,-111.9264755,"PO BOX 29096 MS 6531, PHOENIX, AZ, 85038",2023-04-01,"NJ","ACTIVE"
"1238",NA,"ACME #2982","NJ_22_5379",NA,2024-03-31,33.6242724,-111.9264755,"PO BOX 29096 MS 6531, PHOENIX, AZ, 85038",2023-04-01,"NJ","ACTIVE"
"1239",NA,"ACME #821","NJ_22_5380",NA,2024-03-31,33.6242724,-111.9264755,"PO BOX 29096 MS 6531, PHOENIX, AZ, 85038",2023-04-01,"NJ","ACTIVE"
"1240",NA,"ACME #1083","NJ_22_5381",NA,2024-03-31,33.6242724,-111.9264755,"PO BOX 29096 MS 6531, PHOENIX, AZ, 85038",2023-04-01,"NJ","ACTIVE"
"1241",NA,"ACME #1092","NJ_22_5382",NA,2024-03-31,33.6242724,-111.9264755,"PO BOX 29096 MS 6531, PHOENIX, AZ, 85038",2023-04-01,"NJ","ACTIVE"
"1242",NA,"ACME #2838","NJ_22_5383",NA,2024-03-31,33.6242724,-111.9264755,"PO BOX 29096 MS 6531, PHOENIX, AZ, 85038",2023-04-01,"NJ","ACTIVE"
"1243",NA,"ACME #845","NJ_22_5402",NA,2024-03-31,33.45,-111.97,"PO BOX 29096 MS6531, PHOENIX, AZ, 85038",2023-04-01,"NJ","ACTIVE"
"1244",NA,"EZ NATION INC","NJ_22_5409",NA,2024-03-31,40.1282151,-75.5244332,"495 NUTT RD APT C301, PHOENIXVILLE, PA, 19460",2023-04-01,"NJ","ACTIVE"
"1245",NA,"WINE & BEVERAGE SPIRITS","NJ_22_5410",NA,2024-03-31,41.0418408,-73.9069787,"503 GAIR ST., PIERMONT, NY, 10968",2023-04-01,"NJ","ACTIVE"
"1246",NA,"R&H PETROLEUM INC.","NJ_22_5524",NA,2024-03-31,40.7705952,-73.4845173,"16 ALAN CT, PLAINVIEW, NY, 11803",2023-04-01,"NJ","ACTIVE"
"1247",NA,"HARI OHM LIQUORS LLC","NJ_22_5537",NA,2024-03-31,41.9361528,-70.7187287,"5 WORRALL RD, PLYMOUTH, MA, 02360",2023-04-01,"NJ","ACTIVE"
"1248",NA,"SUPER STOP & SHOP 855","NJ_22_5605",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK ST, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1249",NA,"STOP & SHOP #2814","NJ_22_5606",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK ST, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1250",NA,"STOP & SHOP #2812","NJ_22_5607",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK ST, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1251",NA,"STOP & SHOP #2810","NJ_22_5608",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK ST, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1252",NA,"STOP & SHOP #2809","NJ_22_5609",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK ST, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1253",NA,"STOP & SHOP #0823","NJ_22_5610",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK ST, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1254",NA,"SHOP & STOP SUPERMARKET #2815","NJ_22_5611",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK ST, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1255",NA,"#2818","NJ_22_5612",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK ST, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1256",NA,"#2819","NJ_22_5613",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK ST, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1257",NA,"#2817","NJ_22_5614",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK ST, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1258",NA,"STOP AND SHOP #888","NJ_22_5615",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1259",NA,"STOP AND SHOP #801","NJ_22_5616",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1260",NA,"STOP AND SHOP #807","NJ_22_5617",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1261",NA,"STOP AND SHOP #808","NJ_22_5618",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1262",NA,"STOP AND SHOP #815","NJ_22_5619",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1263",NA,"STOP AND SHOP #830","NJ_22_5620",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1264",NA,"STOP AND SHOP #811","NJ_22_5621",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1265",NA,"STOP AND SHOP #873","NJ_22_5622",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1266",NA,"STOP AND SHOP #840","NJ_22_5623",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1267",NA,"STOP AND SHOP #887","NJ_22_5624",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1268",NA,"STOP AND SHOP #802","NJ_22_5625",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1269",NA,"STOP AND SHOP #816","NJ_22_5626",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1270",NA,"STOP AND SHOP #809","NJ_22_5627",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1271",NA,"STOP AND SHOP #866","NJ_22_5628",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1272",NA,"STOP AND SHOP #867","NJ_22_5629",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1273",NA,"STOP AND SHOP #810","NJ_22_5630",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1274",NA,"STOP AND SHOP #803","NJ_22_5631",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1275",NA,"STOP AND SHOP #804","NJ_22_5632",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1276",NA,"STOP AND SHOP #834","NJ_22_5633",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1277",NA,"STOP AND SHOP #857","NJ_22_5634",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1278",NA,"STOP AND SHOP #859","NJ_22_5635",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1279",NA,"STOP AND SHOP #2805","NJ_22_5636",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1280",NA,"STOP AND SHOP #877","NJ_22_5637",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
"1281",NA,"STOP AND SHOP #893","NJ_22_5638",NA,2024-03-31,42.2496933,-71.0034384,"1385 HANCOCK STREET, QUINCY, MA, 02169",2023-04-01,"NJ","ACTIVE"
