"","county","trade_name","account","license_type","expiration_date","lat","lon","address_full","publish_date","state","expired_y_n"
"112",NA,"MOUNTAIN VALLEY FINE WINES AND LIQUORS LIMITED LIABILITY","NJ_22_5682",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"113",NA,"PMG PIP NORTH LLC","NJ_22_5715",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"114",NA,"H H&D  SONS CORPORATION","NJ_22_5716",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"115",NA,"SUNOCO RETAIL LLC","NJ_22_5761",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"116",NA,"SUNOCO RETAIL LLC","NJ_22_5762",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"117",NA,"SUNOCO RETAIL LLC","NJ_22_5765",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"118",NA,"SUNOCO RETAIL LLC","NJ_22_5766",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"119",NA,"SUNOCO RETAIL LLC","NJ_22_5770",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"120",NA,"SUNOCO RETAIL LLC","NJ_22_5776",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"121",NA,"SUNOCO RETAIL LLC","NJ_22_5779",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"122",NA,"KMB DELI GROCERY LLC","NJ_22_5796",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"123",NA,"A T MINI MARKET LLC","NJ_22_5798",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"124",NA,"RAMOCO MARKETING GROUP LLC","NJ_22_5830",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"125",NA,"RIVERSIDE MINI MARKET 2 LLC","NJ_22_5937",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"126",NA,"ASA PETROLEUM INC.","NJ_22_5963",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"127",NA,"BEST TROPICAL 2 LLC","NJ_22_6093",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"128",NA,"G & S PETROLEUM LLC","NJ_22_6155",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"129",NA,"AMG RETAIL I LLC","NJ_22_6164",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"130",NA,"KWIK KORNER LLC","NJ_22_6229",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"131",NA,"7-ELEVEN STORE 37718A","NJ_22_6271",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"132",NA,"TABERNA GRILL LLC","NJ_22_6307",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"133",NA,"TOP QUALITY DELI & GROCERY INC","NJ_22_6389",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"134",NA,"GLORY'S INNER EYE LLC","NJ_22_6399",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"135",NA,"DOLLAR PLUS","NJ_22_6402",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"136",NA,"CAFE SERENDIPITY LLC","NJ_22_6406",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"137",NA,"QUICK FOOD & BAGEL","NJ_22_6408",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"138",NA,"SHREE HARI KRISHNAY LLC","NJ_22_6421",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"139",NA,"HAMILTON BP CORP","NJ_22_6424",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"140",NA,"A P INVESTMENTS INCORPORATED","NJ_22_6438",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"141",NA,"WK FOOD CORP","NJ_22_6479",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"142",NA,"THE NEW STAND B-13C","NJ_22_6489",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"143",NA,"THE NEW STAND B12","NJ_22_6490",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"144",NA,"BP","NJ_22_6534",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"145",NA,"ZT BUSINESS LLC","NJ_22_6547",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"146",NA,"ANJ MERCHANTS LLC","NJ_22_6586",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"147",NA,"EWING TOBACCO OUTLET INC","NJ_22_6640",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"148",NA,"VINELAND MINI DELI INC","NJ_22_6670",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"149",NA,"MARYMINA PETROLEUM INC","NJ_22_6678",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"150",NA,"CLOUD SMOKE SHOP LLC","NJ_22_6724",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"151",NA,"A J DELI & GROCERY STORE II LLC","NJ_22_6795",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"152",NA,"VD NEWS 4 LLC","NJ_22_6954",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"153",NA,"MAHANTJI LLC","NJ_22_6968",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"154",NA,"7-ELEVEN STORE #38428-A","NJ_22_7046",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"155",NA,"KAIGHN LIQUOR INCORPORATED","NJ_22_7055",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"156",NA,"ANEEKA 23 CORP","NJ_22_7149",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"157",NA,"7-ELEVEN STORE #37695-A","NJ_22_7180",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"158",NA,"TBBNJ LLC","NJ_22_7260",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"159",NA,"BABA NANAK PETRO INC","NJ_22_7535",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"160",NA,"NY WHOLESALE AND RETAIL INC","NJ_22_7802",NA,2023-03-31,NA,NA,"3014 MT EPHRAIM AVE # 3016, HADDON TOWNSHIP, NJ, 08104",2022-04-01,"NJ","ACTIVE"
"161",NA,"AMSTERDAM SMOKE SHOP 4 LLC","NJ_22_7909",NA,2023-03-31,NA,NA,"300 NJ-18 N, EAST BRUNSWICK #38B, EAST BRUNSWICK, NJ, 08816",2022-04-01,"NJ","ACTIVE"
"162",NA,"TANEJA & SONS INC","NJ_22_7939",NA,2023-03-31,NA,NA,"21 MILL ST # 8-9, PATERSON, NJ, 07501",2022-04-01,"NJ","ACTIVE"
"163",NA,"5 STAR HOLDINGS LLC","NJ_22_7998",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"164",NA,"FRESHWELL 786 DELI LLC","NJ_22_8078",NA,2023-03-31,NA,NA,"NA, NA, NA, 00000",2022-04-01,"NJ","ACTIVE"
"165",NA,"JK LIMITED LLC","NJ_22_8099",NA,2023-03-31,NA,NA,"620 SUMMIT AVE  APT # 2D, JERSEY CITY, NJ, 07306",2022-04-01,"NJ","ACTIVE"
